building_genome_id,province_territory,climate_zone,metro,sector,vintage,weather_station,building_type,building_envelope_bin,year,building_genome_gfa,building_genome_qty,unit_gfa,hdd_bal_point,hdd,cdd_bal_point,cdd,load_heating_annual_kwh,load_cooling_annual_kwh,load_dhw_annual_kwh,load_lighting_annual_kwh,load_cooking_annual_kwh,load_dryer_annual_kwh,load_appliances_annual_kwh,load_motors_annual_kwh,load_process_annual_kwh,heating_bin_min_eui_kwh_per_sqm,heating_bin_max_eui_kwh_per_sqm
27,ON,7A,Greater Sudbury,res,ex,ON CZ7A - Greater Sudbury,sfd,-5,2021,0.294709378243382,1647,178.937084543644,hdd_18,4729.95625,cdd_18,235.308333,38405.2273303841,4642.34376708139,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,195.460421875,358.197844129118
28,ON,6,Guelph,res,ex,ON CZ6 - Guelph,sfd,-5,2021,0.350307178490859,1957,179.00213515118,hdd_18,3855.585417,cdd_18,371.8875,30527.2837416753,7336.88261554461,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,153.9278073075,291.982063095206
29,ON,5,Hamilton,res,ex,ON CZ5 - Hamilton,sfd,-5,2021,3.10324695916474,17343,178.933688471702,hdd_18,3583.11875,cdd_18,408.502083,28288.1408241813,8059.24326893607,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,140.985640625,271.348262789665
30,ON,6,Kawartha Lakes,res,ex,ON CZ6 - Peterborough,sfd,-5,2021,0.281956907771011,1575,179.020258902229,hdd_18,3978.197917,cdd_18,368.8,31670.0139180407,7275.97004097436,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,159.7519010575,301.267462545419
31,ON,5,Kingston,res,ex,ON CZ5 - Kingston,sfd,-5,2021,0.757749950538565,4235,178.925608155505,hdd_18,3707.804167,cdd_18,338.708333,29458.4539804454,6682.29849115067,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,146.9081979325,280.790643480552
32,ON,6,Kitchener - Cambridge - Waterloo,res,ex,ON CZ6 - Kitchener - Cambridge - Waterloo,sfd,-5,2021,1.18134366736374,6602,178.937241345613,hdd_18,3820.486111,cdd_18,385.029861,30190.3992836953,7596.16522103179,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,152.2605902725,289.324005583654
33,ON,5,London,res,ex,ON CZ5 - London,sfd,-5,2021,2.24267000705973,12534,178.926919344162,hdd_18,3578.452083,cdd_18,426.241667,28243.5464305659,8409.22342545274,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,140.7639739425,270.994857817121
34,ON,5,Norfolk,res,ex,ON CZ5 - Hamilton,sfd,-5,2021,0.418282452800895,2337,178.982649893408,hdd_18,3583.11875,cdd_18,408.502083,28295.8812759877,8059.24326893607,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,140.985640625,271.348262789665
35,ON,7A,North Bay,res,ex,ON CZ7A - North Bay,sfd,-5,2021,0.121117726998057,676,179.168235204226,hdd_18,4709.295833,cdd_18,214.6125,38263.1546336733,4234.04045666651,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,194.4790520675,356.633238361737
36,ON,5,Oshawa,res,ex,ON CZ5 - Oshawa,sfd,-5,2021,1.78466041251145,9974,178.931262533733,hdd_18,3573.066667,cdd_18,412.825,28194.0020477635,8144.52910023113,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,140.5081666825,270.587022247619
37,ON,6,Ottawa - Gatineau (Ontario part),res,ex,ON CZ6 - Ottawa,sfd,-5,2021,2.12273482499325,11863,178.937437831346,hdd_18,4094.24375,cdd_18,420.847917,32735.7624654819,8302.81137716504,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,165.264078125,310.055570723115
38,ON,6,Peterborough,res,ex,ON CZ6 - Peterborough,sfd,-5,2021,0.379715689662419,2122,178.942360821121,hdd_18,3978.197917,cdd_18,368.8,31656.233168711,7275.97004097436,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,159.7519010575,301.267462545419
39,ON,5,Sarnia,res,ex,ON CZ5 - Sarnia,sfd,-5,2021,0.579790740897977,3240,178.947759536413,hdd_18,3341.235417,cdd_18,493.441667,26024.8145462362,9734.99670840685,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,129.4961823075,253.030527099961
40,ON,6,Sault Ste. Marie,res,ex,ON CZ6 - Sault Ste. Marie,sfd,-5,2021,0.245621576395909,1372,179.02447259177,hdd_18,4372.9125,cdd_18,236.05,35364.4024873874,4656.97594406724,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,178.50084375,331.159052489179
41,ON,5,St. Catharines - Niagara,res,ex,ON CZ5 - St. Catharines - Niagara,sfd,-5,2021,2.24425497760632,12543,178.924896564325,hdd_18,3194.7625,cdd_18,535.033333,24647.1055095795,10555.5490830549,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,122.53871875,241.93818706136
42,ON,7A,Thunder Bay,res,ex,ON CZ7a - Thunder Bay,sfd,-5,2021,0.254307997229674,1421,178.964107832283,hdd_18,5008.26875,cdd_18,274.195833,40993.1546886705,5409.54627513018,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,208.680265625,379.274347213937
43,ON,5,Toronto,res,ex,ON CZ5 - Toronto,sfd,-5,2021,16.861131186643,94236,178.924521272582,hdd_18,3133.254167,cdd_18,506.814583,24069.3047308227,9998.82788025194,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,119.6170729325,237.280183665118
44,ON,5,Windsor,res,ex,ON CZ5 - Windsor,sfd,-5,2021,2.19342523759229,12259,178.923667313182,hdd_18,3176.69375,cdd_18,612.570833,24476.9043458631,12085.2685164932,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,121.680453125,240.569847281028
45,PE,6,Charlottetown,res,ex,PE CZ6 - Charlottetown,sfd,-5,2021,0.000523699428820275,3,174.566476273425,hdd_18,4032.716667,cdd_18,214.5875,29379.6693445881,812.977546112789,2609.4614848695,339.159530940229,360.701685221863,387.761298633947,961.045862483217,0,0,162.3415416825,219.966594127971
